,source,dest,count
19788,LHR,NBO,3
19789,LHR,NCE,2
19790,LHR,NCL,3
19791,LHR,NRT,4
19792,LHR,OPO,1
19793,LHR,ORD,9
19794,LHR,ORK,1
19795,LHR,ORY,3
19796,LHR,OSL,4
19797,LHR,OTP,3
19798,LHR,PEK,3
19799,LHR,PHL,5
19800,LHR,PHX,4
19801,LHR,PMI,2
19802,LHR,PRG,2
19803,LHR,PSA,2
19804,LHR,PVG,4
19805,LHR,RDU,6
19806,LHR,RJK,1
19807,LHR,RTM,2
19808,LHR,RUH,3
19809,LHR,SAN,4
19810,LHR,SEA,8
19811,LHR,SFO,10
19812,LHR,SIN,4
19813,LHR,SNN,1
19814,LHR,SOF,3
19815,LHR,SPU,1
19816,LHR,STR,4
19817,LHR,SVG,3
19818,LHR,SVO,1
19819,LHR,TAS,1
19820,LHR,TIP,2
19821,LHR,TLS,2
19822,LHR,TLV,2
19823,LHR,TNG,1
19824,LHR,TSE,1
19825,LHR,TUN,1
19826,LHR,TXL,4
19827,LHR,VCE,2
19828,LHR,VIE,4
19829,LHR,VKO,2
19830,LHR,WAW,5
19831,LHR,YEG,2
19832,LHR,YHZ,2
19833,LHR,YOW,2
19834,LHR,YUL,6
19835,LHR,YVR,6
19836,LHR,YYC,6
19837,LHR,YYT,2
19838,LHR,YYZ,7
19839,LHR,ZAG,3
19840,LHR,ZRH,4
19841,LHR,ZYL,1
19842,LHW,CAN,2
19843,LHW,CGO,4
19844,LHW,CKG,3
19845,LHW,CSX,4
19846,LHW,CTU,4
19847,LHW,DNH,2
19848,LHW,HFE,1
19849,LHW,HGH,3
19850,LHW,INC,1
19851,LHW,IQN,3
19852,LHW,JGN,3
19853,LHW,JIC,1
19854,LHW,KMG,3
19855,LHW,KWE,1
19856,LHW,KWL,1
19857,LHW,LXA,1
19858,LHW,NKG,1
19859,LHW,NNG,1
19860,LHW,PEK,5
19861,LHW,PVG,3
19862,LHW,SHA,2
19863,LHW,SHE,1
19864,LHW,SJW,1
19865,LHW,SZX,1
19866,LHW,TNA,4
19867,LHW,TPE,1
19868,LHW,TSN,2
19869,LHW,TYN,4
19870,LHW,URC,9
19871,LHW,WUH,3
19872,LHW,XIY,6
19873,LHW,YCU,2
19874,LHW,YZY,1
19875,LIF,GEA,1
19876,LIF,TGJ,1
19877,LIF,UVE,1
19878,LIG,AVN,1
19879,LIG,BRS,1
19880,LIG,EMA,1
19881,LIG,LBA,1
19882,LIG,LPL,1
19883,LIG,LYS,1
19884,LIG,NCE,1
19885,LIG,ORY,1
19886,LIG,SOU,2
19887,LIG,STN,1
19888,LIH,DEN,1
19889,LIH,HNL,4
19890,LIH,LAX,5
19891,LIH,OAK,2
19892,LIH,OGG,1
19893,LIH,PHX,2
19894,LIH,SAN,1
19895,LIH,SEA,1
19896,LIH,SFO,1
19897,LIH,SJC,2
19898,LIH,YVR,1
19899,LIL,AGA,1
19900,LIL,AJA,2
19901,LIL,ALG,2
19902,LIL,BCN,2
19903,LIL,BIA,2
19904,LIL,BIQ,1
19905,LIL,BOD,2
19906,LIL,CFU,1
19907,LIL,DBV,1
19908,LIL,DJE,2
19909,LIL,FAO,1
19910,LIL,FSC,1
19911,LIL,FUE,1
19912,LIL,GVA,1
19913,LIL,HER,1
19914,LIL,LGG,1
19915,LIL,LYS,1
19916,LIL,MPL,1
19917,LIL,MRS,2
19918,LIL,NCE,2
19919,LIL,NTE,1
19920,LIL,OPO,1
19921,LIL,ORN,2
19922,LIL,OUD,1
19923,LIL,RAK,1
19924,LIL,RHO,1
19925,LIL,SPU,1
19926,LIL,SXB,1
19927,LIL,TLS,2
19928,LIL,VCE,1
19929,LIM,AMS,2
19930,LIM,ANF,1
19931,LIM,ANS,1
19932,LIM,AQP,3
19933,LIM,ASU,1
19934,LIM,ATA,1
19935,LIM,ATL,1
19936,LIM,AYP,2
19937,LIM,BOG,2
19938,LIM,CCS,2
19939,LIM,CDG,2
19940,LIM,CIX,1
19941,LIM,CJA,2
19942,LIM,CLO,1
19943,LIM,COR,1
19944,LIM,CUN,1
19945,LIM,CUZ,5
19946,LIM,DFW,3
19947,LIM,EWR,1
19948,LIM,EZE,3
19949,LIM,FLL,2
19950,LIM,GIG,2
19951,LIM,GRU,4
19952,LIM,GYE,2
19953,LIM,HAV,2
19954,LIM,HUU,2
19955,LIM,IAH,1
19956,LIM,IGU,2
19957,LIM,IQT,2
19958,LIM,JAU,1
19959,LIM,JFK,3
19960,LIM,JUL,1
19961,LIM,LAX,5
19962,LIM,LPB,3
19963,LIM,MAD,3
19964,LIM,MDE,1
19965,LIM,MEX,3
19966,LIM,MIA,5
19967,LIM,MVD,1
19968,LIM,PCL,3
19969,LIM,PEM,1
19970,LIM,PIU,2
19971,LIM,POA,2
19972,LIM,PTY,1
19973,LIM,PUJ,1
19974,LIM,SAL,1
19975,LIM,SCL,6
19976,LIM,SDQ,1
19977,LIM,SJO,1
19978,LIM,TBP,1
19979,LIM,TCQ,1
19980,LIM,TGI,1
19981,LIM,TPP,3
19982,LIM,TRU,1
19983,LIM,UIO,4
19984,LIM,VVI,3
19985,LIM,YYZ,1
19986,LIN,AHO,1
19987,LIN,AMS,3
19988,LIN,ARN,1
19989,LIN,BCN,1
19990,LIN,BDS,1
19991,LIN,BRI,2
19992,LIN,BRU,4
19993,LIN,CAG,1
19994,LIN,CDG,3
19995,LIN,CIY,1
19996,LIN,CPH,1
19997,LIN,CTA,3
19998,LIN,DUB,1
19999,LIN,FCO,2
20000,LIN,FRA,4
20001,LIN,LCY,2
20002,LIN,LGW,1
20003,LIN,LHR,4
20004,LIN,MAD,1
20005,LIN,MLA,2
20006,LIN,NAP,4
20007,LIN,OLB,1
20008,LIN,ORY,3
20009,LIN,OTP,2
20010,LIN,PMO,2
20011,LIN,PRG,1
20012,LIN,PSR,1
20013,LIN,REG,2
20014,LIN,SUF,1
20015,LIN,TRS,1
20016,LIN,TXL,1
20017,LIN,VIE,1
20018,LIN,WAW,1
20019,LIR,ATL,2
20020,LIR,CLT,2
20021,LIR,DEN,1
20022,LIR,DFW,2
20023,LIR,EWR,1
20024,LIR,IAH,1
20025,LIR,JFK,2
20026,LIR,LAX,1
20027,LIR,MIA,2
20028,LIR,PTY,1
20029,LIR,SAL,1
20030,LIR,SJO,4
20031,LIR,SYQ,1
20032,LIR,TNO,1
20033,LIR,YYZ,2
20034,LIS,ACC,1
20035,LIS,AGP,3
20036,LIS,ALG,2
20037,LIS,AMS,8
20038,LIS,ARN,2
20039,LIS,BCN,4
20040,LIS,BIO,3
20041,LIS,BKO,1
20042,LIS,BLQ,3
20043,LIS,BOD,2
20044,LIS,BOS,2
20045,LIS,BRS,1
20046,LIS,BRU,8
20047,LIS,BSB,1
20048,LIS,BSL,1
20049,LIS,BUD,1
20050,LIS,BVA,1
20051,LIS,BVC,2
20052,LIS,CCS,1
20053,LIS,CDG,3
20054,LIS,CGN,1
20055,LIS,CMN,2
20056,LIS,CNF,1
20057,LIS,CPH,3
20058,LIS,DKR,1
20059,LIS,DLE,1
20060,LIS,DME,2
20061,LIS,DUB,2
20062,LIS,DUS,1
20063,LIS,DXB,2
20064,LIS,EDI,1
20065,LIS,EIN,1
20066,LIS,EWR,3
20067,LIS,FAO,4
20068,LIS,FCO,2
20069,LIS,FNC,4
20070,LIS,FOR,1
20071,LIS,FRA,4
20072,LIS,GIG,1
20073,LIS,GRU,1
20074,LIS,GVA,4
20075,LIS,HAM,2
20076,LIS,HEL,2
20077,LIS,HHN,1
20078,LIS,HOR,2
20079,LIS,IST,2
20080,LIS,KBP,2
20081,LIS,KIV,1
20082,LIS,LAD,2
20083,LIS,LCG,1
20084,LIS,LGW,3
20085,LIS,LHR,6
20086,LIS,LPA,2
20087,LIS,LPL,1
20088,LIS,LTN,1
20089,LIS,LUX,3
20090,LIS,LYS,2
20091,LIS,MAD,6
20092,LIS,MAN,2
20093,LIS,MIA,2
20094,LIS,MPM,1
20095,LIS,MRS,2
20096,LIS,MUC,2
20097,LIS,MXP,3
20098,LIS,NAT,1
20099,LIS,NCE,2
20100,LIS,NTE,1
20101,LIS,OPO,4
20102,LIS,ORK,1
20103,LIS,ORY,5
20104,LIS,OSL,2
20105,LIS,OTP,1
20106,LIS,PDL,2
20107,LIS,PHL,3
20108,LIS,PIX,2
20109,LIS,POA,1
20110,LIS,PRG,1
20111,LIS,PSA,1
20112,LIS,PXO,3
20113,LIS,RAI,2
20114,LIS,RAK,1
20115,LIS,REC,1
20116,LIS,SID,2
20117,LIS,SMA,2
20118,LIS,SSA,1
20119,LIS,STN,1
20120,LIS,STR,1
20121,LIS,SVQ,2
20122,LIS,SXF,2
20123,LIS,TER,2
20124,LIS,TLS,1
20125,LIS,TMS,2
20126,LIS,TNG,1
20127,LIS,TUN,1
20128,LIS,VCE,2
20129,LIS,VCP,1
20130,LIS,VIE,2
20131,LIS,VLC,2
20132,LIS,VXE,2
20133,LIS,WAW,2
20134,LIS,YUL,1
20135,LIS,YYZ,3
20136,LIS,ZRH,4
20137,LIT,ATL,4
20138,LIT,BWI,2
20139,LIT,CLT,2
20140,LIT,DAL,2
20141,LIT,DCA,2
20142,LIT,DEN,2
20143,LIT,DFW,2
20144,LIT,DTW,1
20145,LIT,HOU,1
20146,LIT,IAH,1
20147,LIT,LAS,1
20148,LIT,LGA,2
20149,LIT,MDW,1
20150,LIT,ORD,3
20151,LIT,PHX,1
20152,LIT,SFB,1
20153,LIT,STL,1
20154,LJA,FIH,1
20155,LJG,CAN,2
20156,LJG,CGO,1
20157,LJG,CKG,7
20158,LJG,CSX,2
20159,LJG,CTU,5
20160,LJG,HFE,1
20161,LJG,HGH,5
20162,LJG,HKG,1
20163,LJG,ICN,1
20164,LJG,JHG,5
20165,LJG,KMG,7
20166,LJG,KWE,2
20167,LJG,KWL,1
20168,LJG,MIG,1
20169,LJG,NGB,1
20170,LJG,NKG,2
20171,LJG,NNG,1
20172,LJG,PEK,4
20173,LJG,SHA,1
20174,LJG,SIN,1
20175,LJG,SJW,1
20176,LJG,SZX,1
20177,LJG,TCZ,1
20178,LJG,TNA,1
20179,LJG,TPE,1
20180,LJG,TYN,1
20181,LJG,WUH,3
20182,LJG,XIY,5
20183,LJU,AMS,1
20184,LJU,BEG,1
20185,LJU,BRU,2
20186,LJU,CDG,2
20187,LJU,CPH,2
20188,LJU,CRL,1
20189,LJU,FRA,2
20190,LJU,HEL,1
20191,LJU,IST,2
20192,LJU,LTN,1
20193,LJU,MUC,2
20194,LJU,PRG,1
20195,LJU,PRN,1
20196,LJU,SJJ,1
20197,LJU,SKP,1
20198,LJU,STN,1
20199,LJU,SVO,2
20200,LJU,TGD,2
20201,LJU,TIA,1
20202,LJU,VIE,2
20203,LJU,WAW,2
20204,LJU,ZRH,2
20205,LKB,SUV,1
20206,LKE,FBS,1
20207,LKE,SEA,1
20208,LKE,YWH,1
20209,LKG,WIL,1
20210,LKH,MUR,1
20211,LKH,MYY,1
20212,LKL,TOS,1
20213,LKN,BOO,1
20214,LKN,RET,1
20215,LKN,SVJ,1
20216,LKO,BLR,1
20217,LKO,BOM,5
20218,LKO,DED,1
20219,LKO,DEL,6
20220,LKO,DXB,1
20221,LKO,JED,1
20222,LKO,MCT,1
20223,LKO,PAT,1
20224,LKO,RUH,1
20225,LLA,ARN,2
20226,LLA,GEV,1
20227,LLA,PJA,1
20228,LLA,SDL,1
20229,LLA,UME,1
20230,LLB,CAN,1
20231,LLF,CSX,1
20232,LLF,KMG,1
20233,LLF,SZX,1
20234,LLI,ADD,1
20235,LLI,AXU,1
20236,LLI,GDQ,1
20237,LLK,DME,1
20238,LLK,LED,1
20239,LLU,JJU,1
20240,LLU,JNN,1
20241,LLW,BLZ,1
20242,LLW,DAR,1
20243,LLW,HRE,1
20244,LLW,JNB,1
20245,LLW,LUN,5
20246,LLW,NBO,3
20247,LMA,FAI,1
20248,LMC,VVC,1
20249,LMM,GDL,1
20250,LMM,HMO,1
20251,LMM,MEX,1
20252,LMM,MZT,1
20253,LMM,TIJ,1
20254,LMN,MYY,1
20255,LMP,CTA,1
20256,LMP,PMO,1
20257,LMP,VCE,1
20258,LMT,PDX,1
20259,LMT,SFO,1
20260,LNB,CCV,1
20261,LNB,VLI,1
20262,LNE,LOD,1
20263,LNE,SON,1
20264,LNE,VLI,1
20265,LNJ,KMG,2
20266,LNK,DEN,1
20267,LNK,MSP,1
20268,LNK,ORD,1
20269,LNS,IAD,1
20270,LNV,POM,2
20271,LNV,RAB,1
20272,LNY,HNL,2
20273,LNY,MKK,1
20274,LNY,OGG,1
20275,LNZ,AYT,1
20276,LNZ,DUS,2
20277,LNZ,FRA,2
20278,LNZ,HER,2
20279,LNZ,PMI,2
20280,LNZ,STN,1
20281,LNZ,SZG,1
20282,LNZ,VIE,1
20283,LOD,LNE,1
20284,LOD,SON,1
20285,LOE,DMK,1
20286,LOH,GYE,1
20287,LOH,UIO,1
20288,LOK,EDL,1
20289,LOP,BMU,1
20290,LOP,CGK,2
20291,LOP,DPS,2
20292,LOP,JOG,1
20293,LOP,KOE,1
20294,LOP,KUL,1
20295,LOP,PER,1
20296,LOP,SIN,3
20297,LOP,SUB,3
20298,LOP,UPG,1
20299,LOS,ABB,1
20300,LOS,ABJ,4
20301,LOS,ABV,1
20302,LOS,ACC,5
20303,LOS,ADD,1
20304,LOS,AMM,1
20305,LOS,AMS,1
20306,LOS,ATL,1
20307,LOS,AUH,1
20308,LOS,BEY,1
20309,LOS,BKO,1
20310,LOS,BNI,1
20311,LOS,CAI,1
20312,LOS,CBQ,1
20313,LOS,CDG,1
20314,LOS,CMN,1
20315,LOS,COO,2
20316,LOS,DKR,1
20317,LOS,DLA,2
20318,LOS,DOH,1
20319,LOS,DXB,1
20320,LOS,ENU,1
20321,LOS,FNA,1
20322,LOS,FRA,3
20323,LOS,IAH,1
20324,LOS,IST,1
20325,LOS,JFK,1
20326,LOS,JNB,2
20327,LOS,JOS,1
20328,LOS,KAD,1
20329,LOS,KAN,1
20330,LOS,KGL,1
20331,LOS,LBV,1
20332,LOS,LFW,1
20333,LOS,LHR,3
20334,LOS,MAD,1
20335,LOS,NBO,1
20336,LOS,PHC,4
20337,LOS,QOW,1
20338,LOS,QRW,1
20339,LOS,QUO,1
20340,LOS,ROB,1
20341,LOS,SSG,1
20342,LPA,ACE,3
20343,LPA,AGA,1
20344,LPA,AGP,2
20345,LPA,ALC,1
20346,LPA,AMS,1
20347,LPA,ARN,1
20348,LPA,BCN,3
20349,LPA,BGO,1
20350,LPA,BGY,1
20351,LPA,BHX,3
20352,LPA,BIO,3
20353,LPA,BJL,1
20354,LPA,BOH,1
20355,LPA,BRE,2
20356,LPA,BRS,3
20357,LPA,BRU,1
20358,LPA,BSL,3
20359,LPA,CDG,1
20360,LPA,CGN,4
20361,LPA,CMN,2
20362,LPA,CPH,1
20363,LPA,CRL,1
20364,LPA,DKR,2
20365,LPA,DUB,2
20366,LPA,DUS,4
20367,LPA,EDI,1
20368,LPA,EIN,2
20369,LPA,EMA,4
20370,LPA,ERF,1
20371,LPA,EUN,2
20372,LPA,FKB,1
20373,LPA,FNC,2
20374,LPA,FRA,2
20375,LPA,FUE,2
20376,LPA,GLA,3
20377,LPA,GLN,1
20378,LPA,HAJ,1
20379,LPA,HAM,3
20380,LPA,LBA,1
20381,LPA,LEJ,1
20382,LPA,LGW,5
20383,LPA,LIS,2
20384,LPA,LPL,1
20385,LPA,LTN,2
20386,LPA,LUX,1
20387,LPA,MAD,6
20388,LPA,MAN,6
20389,LPA,MUC,4
20390,LPA,NCL,1
20391,LPA,NDB,2
20392,LPA,NKC,1
20393,LPA,NRN,1
20394,LPA,NUE,2
20395,LPA,OPO,1
20396,LPA,ORK,1
20397,LPA,ORY,2
20398,LPA,OSL,2
20399,LPA,PAD,1
20400,LPA,PIK,1
20401,LPA,PRG,1
20402,LPA,PSA,1
20403,LPA,RAI,1
20404,LPA,RAK,1
20405,LPA,SCQ,3
20406,LPA,SDR,1
20407,LPA,SPC,1
20408,LPA,STN,2
20409,LPA,STR,2
20410,LPA,SVQ,4
20411,LPA,SXF,2
20412,LPA,SZG,2
20413,LPA,TFN,3
20414,LPA,TFS,1
20415,LPA,TRF,1
20416,LPA,TXL,1
20417,LPA,VDE,1
20418,LPA,VIE,3
20419,LPA,VIL,1
20420,LPA,VLC,2
20421,LPA,ZRH,3
20422,LPB,AQP,1
20423,LPB,ARI,1
20424,LPB,BOG,1
20425,LPB,CBB,2
20426,LPB,CIJ,1
20427,LPB,CUZ,1
20428,LPB,IQQ,1
20429,LPB,LIM,3
20430,LPB,POI,2
20431,LPB,RBQ,1
20432,LPB,SRE,2
20433,LPB,SRZ,1
20434,LPB,TDD,1
20435,LPB,TJA,2
20436,LPB,UYU,1
20437,LPB,VVI,5
20438,LPD,LET,1
20439,LPI,AMS,1
20440,LPI,CPH,1
20441,LPL,ACE,2
20442,LPL,AGP,2
20443,LPL,ALC,2
20444,LPL,AMS,1
20445,LPL,BCN,2
20446,LPL,BFS,1
20447,LPL,BJV,1
20448,LPL,BTS,1
20449,LPL,CCF,1
20450,LPL,CDG,1
20451,LPL,DUB,1
20452,LPL,EGC,1
20453,LPL,FAO,2
20454,LPL,FNI,1
20455,LPL,FUE,2
20456,LPL,GDN,1
20457,LPL,GVA,1
20458,LPL,IBZ,1
20459,LPL,IOM,2
20460,LPL,JER,1
20461,LPL,KGS,1
20462,LPL,KRK,2
20463,LPL,LCA,1
20464,LPL,LDY,1
20465,LPL,LIG,1
20466,LPL,LIS,1
20467,LPL,LPA,1
20468,LPL,MAD,1
20469,LPL,MLA,1
20470,LPL,NAP,1
20471,LPL,NCE,1
20472,LPL,NOC,1
20473,LPL,OPO,1
20474,LPL,ORK,1
20475,LPL,PMI,2
20476,LPL,POZ,1
20477,LPL,PSA,1
20478,LPL,REU,1
20479,LPL,RHO,2
20480,LPL,SNN,1
20481,LPL,SXF,1
20482,LPL,SZZ,1
20483,LPL,TFS,1
20484,LPL,TRF,1
20485,LPL,VNO,1
20486,LPL,WAW,1
20487,LPL,WMI,1
20488,LPL,WRO,1
20489,LPM,NUS,1
20490,LPM,VLI,1
20491,LPP,BGY,1
20492,LPP,GRO,1
20493,LPP,NRN,1
20494,LPQ,BKK,4
20495,LPQ,CNX,1
20496,LPQ,HAN,2
20497,LPQ,JHG,1
20498,LPQ,PKZ,1
20499,LPQ,REP,2
20500,LPQ,VTE,2
20501,LPS,WSX,1
20502,LPT,BKK,1
20503,LPY,ORY,1
20504,LQM,PUU,1
20505,LRD,DFW,2
20506,LRD,IAH,1
20507,LRD,LAS,1
20508,LRE,BNE,1
20509,LRE,WIN,1
20510,LRH,CRL,1
20511,LRH,DUB,1
20512,LRH,EMA,1
20513,LRH,OPO,1
20514,LRH,ORY,1
20515,LRH,PIS,2
20516,LRH,SOU,2
20517,LRH,STN,1
20518,LRM,AUA,1
20519,LRM,FCO,2
20520,LRM,JFK,1
20521,LRM,MAD,1
20522,LRM,MIA,2
20523,LRM,MXP,1
20524,LRM,SJU,1
20525,LRM,YHZ,1
20526,LRR,DOH,1
20527,LRR,DXB,1
20528,LRR,KWI,1
20529,LRR,SHJ,1
20530,LRR,SYZ,1
20531,LRR,THR,1
20532,LRS,ATH,2
20533,LRS,JKL,2
20534,LRS,JTY,2
20535,LRT,LYS,1
20536,LRT,ORY,1
20537,LSA,GUR,1
20538,LSC,ANF,2
20539,LSC,CJC,2
20540,LSC,CPO,1
20541,LSC,SCL,2
20542,LSE,MSP,1
20543,LSE,ORD,2
20544,LSI,ABZ,1
20545,LSI,EDI,1
20546,LSI,GLA,1
20547,LSI,INV,1
20548,LSI,KOI,1
20549,LSP,AUA,1
20550,LSP,CCS,2
20551,LSP,CUR,1
20552,LST,BNE,1
20553,LST,BWT,1
20554,LST,FLS,1
20555,LST,MEL,3
20556,LST,SYD,2
20557,LSY,SYD,1
20558,LTD,TIP,1
20559,LTI,BYN,1
20560,LTN,ABZ,1
20561,LTN,ACE,3
20562,LTN,AGP,3
20563,LTN,AHO,1
20564,LTN,ALC,2
20565,LTN,AMS,1
20566,LTN,AYT,2
20567,LTN,BCN,1
20568,LTN,BEG,1
20569,LTN,BFS,1
20570,LTN,BJV,1
20571,LTN,BOD,1
20572,LTN,BOJ,1
20573,LTN,BTS,1
20574,LTN,BUD,2
20575,LTN,BZR,1
20576,LTN,CDG,1
20577,LTN,CFU,1
20578,LTN,CLJ,1
20579,LTN,CRA,1
20580,LTN,CTA,1
20581,LTN,DEB,1
20582,LTN,DLM,2
20583,LTN,DTM,1
20584,LTN,DUB,1
20585,LTN,EDI,1
20586,LTN,FAO,3
20587,LTN,FCO,1
20588,LTN,FNI,1
20589,LTN,FUE,2
20590,LTN,GDN,1
20591,LTN,GIB,1
20592,LTN,GLA,1
20593,LTN,GRO,1
20594,LTN,GVA,1
20595,LTN,HAM,1
20596,LTN,HER,1
20597,LTN,IAS,1
20598,LTN,IBZ,2
20599,LTN,IEV,1
20600,LTN,INV,1
20601,LTN,IST,1
20602,LTN,KEF,1
20603,LTN,KIR,1
20604,LTN,KSC,1
20605,LTN,KTW,1
20606,LTN,KUN,1
20607,LTN,LCA,2
20608,LTN,LIS,1
20609,LTN,LJU,1
20610,LTN,LPA,2
20611,LTN,LUZ,1
20612,LTN,MAD,1
20613,LTN,MAH,1
20614,LTN,MJV,1
20615,LTN,MLA,1
20616,LTN,MPL,1
20617,LTN,MXP,1
20618,LTN,NAP,1
20619,LTN,NCE,1
20620,LTN,NOC,1
20621,LTN,OTP,1
20622,LTN,PFO,2
20623,LTN,PMI,3
20624,LTN,POZ,1
20625,LTN,PRG,1
20626,LTN,PSA,1
20627,LTN,RAK,1
20628,LTN,REU,2
20629,LTN,RIX,1
20630,LTN,RZE,1
20631,LTN,SKP,1
20632,LTN,SOF,1
20633,LTN,SSH,3
20634,LTN,SXF,1
20635,LTN,TFS,3
20636,LTN,TGM,1
20637,LTN,TLV,2
20638,LTN,TSR,1
20639,LTN,VAR,1
20640,LTN,VCE,1
20641,LTN,VNO,1
20642,LTN,WAW,1
20643,LTN,WRO,1
20644,LTN,ZRH,1
20645,LTO,LAX,1
20646,LTX,GYE,1
20647,LTX,OCC,1
20648,LUD,OMD,1
20649,LUG,GVA,1
20650,LUG,ZRH,1
20651,LUH,DEL,1
20652,LUK,CLT,1
20653,LUK,MDW,1
20654,LUK,MMU,1
20655,LUM,CAN,1
20656,LUM,CTU,1
20657,LUM,KMG,3
20658,LUM,PEK,1
20659,LUN,ADD,1
20660,LUN,AMS,3
20661,LUN,BLZ,1
20662,LUN,CIP,1
20663,LUN,DUR,1
20664,LUN,DXB,1
20665,LUN,GBE,1
20666,LUN,HRE,7
20667,LUN,JNB,1
20668,LUN,KAA,1
20669,LUN,LAD,1
20670,LUN,LLW,5
20671,LUN,LVI,1
20672,LUN,MFU,1
20673,LUN,NBO,4
20674,LUN,NLA,1
20675,LUN,SLI,1
20676,LUN,WDH,2
20677,LUO,LAD,1
20678,LUQ,AEP,1
20679,LUR,OTZ,1
20680,LUV,AMQ,2
20681,LUV,DOB,1
20682,LUW,UPG,2
20683,LUX,ACE,1
20684,LUX,ADB,1
20685,LUX,AGA,1
20686,LUX,AGP,1
20687,LUX,AJA,1
20688,LUX,AMS,1
20689,LUX,ARN,1
20690,LUX,AYT,1
20691,LUX,BCN,3
20692,LUX,BIA,1
20693,LUX,BVC,1
20694,LUX,CAG,1
20695,LUX,CDG,2
20696,LUX,CFU,1
20697,LUX,CLY,1
20698,LUX,CPH,2
20699,LUX,CTA,1
20700,LUX,DBV,1
20701,LUX,DJE,1
20702,LUX,DUB,1
20703,LUX,DUS,2
20704,LUX,FAO,1
20705,LUX,FCO,2
20706,LUX,FNC,1
20707,LUX,FRA,1
20708,LUX,FSC,1
20709,LUX,FUE,1
20710,LUX,GVA,1
20711,LUX,HER,1
20712,LUX,IBZ,1
20713,LUX,IST,1
20714,LUX,KGS,1
20715,LUX,LCY,1
20716,LUX,LGW,1
20717,LUX,LHR,2
20718,LUX,LIS,3
20719,LUX,LPA,1
20720,LUX,MAD,1
20721,LUX,MLA,1
20722,LUX,MUC,2
20723,LUX,MXP,3
20724,LUX,NAP,1
20725,LUX,NCE,1
20726,LUX,OPO,2
20727,LUX,PMI,1
20728,LUX,RAK,1
20729,LUX,RHO,1
20730,LUX,SCN,2
20731,LUX,TFS,1
20732,LUX,TXL,2
20733,LUX,VAR,1
20734,LUX,VIE,2
20735,LUX,XRY,1
20736,LUX,ZRH,1
20737,LUZ,FCO,1
20738,LUZ,GDN,1
20739,LUZ,LTN,1
20740,LUZ,MXP,1
20741,LUZ,STN,1
20742,LUZ,TRF,1
20743,LVI,HRE,3
20744,LVI,JNB,2
20745,LVI,LUN,1
20746,LVI,MQP,1
20747,LWB,ATL,1
20748,LWB,IAD,1
20749,LWN,DME,1
20750,LWO,BGY,1
20751,LWO,DTM,1
20752,LWO,FCO,1
20753,LWO,GRO,1
20754,LWO,IST,1
20755,LWO,KBP,1
20756,LWO,LCA,1
20757,LWO,MUC,1
20758,LWO,NAP,1
20759,LWO,SAW,1
20760,LWO,TLV,1
20761,LWO,TSF,1
20762,LWO,VIE,2
20763,LWO,VKO,1
20764,LWO,VLC,1
20765,LWO,WAW,1
20766,LWS,BOI,1
20767,LWS,PUW,1
20768,LWS,SEA,1
20769,LWS,SLC,1
20770,LWY,BKI,1
20771,LWY,BKM,1
20772,LWY,MYY,1
20773,LXA,BPX,1
20774,LXA,CKG,8
20775,LXA,CTU,5
20776,LXA,DIG,1
20777,LXA,GXH,1
20778,LXA,INC,1
20779,LXA,KMG,1
20780,LXA,KTM,1
20781,LXA,LHW,1
20782,LXA,LZY,1
20783,LXA,MIG,1
20784,LXA,NGQ,1
20785,LXA,PEK,2
20786,LXA,XIY,3
20787,LXA,XNN,2
20788,LXG,VTE,1
20789,LXR,CAI,2
20790,LXR,CDG,1
20791,LXR,DOH,1
20792,LXR,JED,2
20793,LXR,KWI,2
20794,LXR,LHR,1
20795,LXR,RUH,1
20796,LXS,ATH,2
20797,LXS,JIK,1
20798,LXS,MJT,1
20799,LXS,SKG,1
20800,LYA,BHY,1
20801,LYA,CAN,1
20802,LYA,CKG,1
20803,LYA,DLC,1
20804,LYA,KHN,1
20805,LYA,KMG,1
20806,LYA,PEK,1
20807,LYA,SHA,1
20808,LYA,SHE,1
20809,LYB,CYB,1
20810,LYB,GCM,1
20811,LYC,AJR,2
20812,LYC,ARN,2
20813,LYG,CAN,1
20814,LYG,CTU,1
20815,LYG,DLC,2
20816,LYG,FOC,1
20817,LYG,HGH,1
20818,LYG,HKG,1
20819,LYG,HSN,1
20820,LYG,NAY,2
20821,LYG,PEK,1
20822,LYG,SHA,2
20823,LYG,SHE,1
20824,LYG,WUH,1
20825,LYG,XUZ,1
20826,LYH,CLT,2
20827,LYI,CAN,2
20828,LYI,CSX,1
20829,LYI,DLC,1
20830,LYI,HGH,1
20831,LYI,NAY,2
20832,LYI,PEK,1
20833,LYI,PVG,1
20834,LYI,SHA,2
20835,LYI,SHE,2
20836,LYI,SZX,1
20837,LYI,WNZ,1
20838,LYI,WUH,1
20839,LYI,XIY,1
20840,LYI,YIW,1
20841,LYP,KHI,2
20842,LYR,OSL,2
20843,LYR,TOS,1
20844,LYS,AAE,1
20845,LYS,ADB,1
20846,LYS,AGA,1
20847,LYS,AGP,2
20848,LYS,AJA,4
20849,LYS,ALG,2
20850,LYS,AMS,2
20851,LYS,ATH,3
20852,LYS,BCN,3
20853,LYS,BES,2
20854,LYS,BHX,2
20855,LYS,BIA,3
20856,LYS,BIQ,1
20857,LYS,BJA,1
20858,LYS,BLJ,1
20859,LYS,BLQ,2
20860,LYS,BOD,2
20861,LYS,BRU,4
