,source,dest,count
0,AAE,ALG,1
1,AAE,CDG,1
2,AAE,IST,1
3,AAE,LYS,1
4,AAE,MRS,2
5,AAE,ORN,1
6,AAE,ORY,2
7,AAL,AAR,1
8,AAL,AGP,1
9,AAL,ALC,1
10,AAL,AMS,2
11,AAL,ARN,1
12,AAL,BCN,2
13,AAL,BLL,3
14,AAL,CPH,2
15,AAL,IST,1
16,AAL,LGW,1
17,AAL,OSL,3
18,AAL,PMI,1
19,AAL,SVG,1
20,AAN,CCJ,1
21,AAN,PEW,1
22,AAQ,DME,1
23,AAQ,LED,1
24,AAQ,SVO,1
25,AAR,AAL,1
26,AAR,AGP,1
27,AAR,BMA,1
28,AAR,CPH,1
29,AAR,GOT,1
30,AAR,OSL,1
31,AAR,PMI,1
32,AAR,STN,1
33,AAT,URC,2
34,AAX,POJ,1
35,AAY,SAH,1
36,ABA,DME,1
37,ABA,IKT,1
38,ABA,NSK,1
39,ABA,SVO,1
40,ABB,ABV,1
41,ABB,LOS,1
42,ABD,MHD,2
43,ABD,SYZ,1
44,ABD,THR,3
45,ABE,ATL,3
46,ABE,CLT,2
47,ABE,DTW,1
48,ABE,MYR,1
49,ABE,ORD,1
50,ABE,PGD,1
51,ABE,PHL,2
52,ABE,PIE,1
53,ABE,SFB,1
54,ABI,DFW,2
55,ABJ,ACC,7
56,ABJ,ALG,1
57,ABJ,BKO,2
58,ABJ,BOY,1
59,ABJ,BRU,4
60,ABJ,CDG,2
61,ABJ,CKY,2
62,ABJ,CMN,1
63,ABJ,COO,3
64,ABJ,DKR,3
65,ABJ,DLA,1
66,ABJ,FNA,1
67,ABJ,IST,1
68,ABJ,LBV,1
69,ABJ,LFW,5
70,ABJ,LOS,4
71,ABJ,NBO,1
72,ABJ,ORY,1
73,ABJ,OUA,7
74,ABJ,ROB,1
75,ABJ,TUN,1
76,ABL,OTZ,2
77,ABL,SHG,2
78,ABM,CNS,1
79,ABQ,ATL,5
80,ABQ,BWI,1
81,ABQ,CNM,1
82,ABQ,DAL,1
83,ABQ,DEN,3
84,ABQ,DFW,2
85,ABQ,HOU,1
86,ABQ,IAH,1
87,ABQ,JFK,1
88,ABQ,LAM,1
89,ABQ,LAS,2
90,ABQ,LAX,5
91,ABQ,MCI,2
92,ABQ,MDW,2
93,ABQ,MSP,1
94,ABQ,OAK,1
95,ABQ,ORD,3
96,ABQ,PDX,2
97,ABQ,PHX,3
98,ABQ,SAN,1
99,ABQ,SEA,1
100,ABQ,SFO,1
101,ABQ,SLC,1
102,ABR,MSP,1
103,ABS,ASW,1
104,ABT,DMM,1
105,ABT,JED,1
106,ABT,RUH,1
107,ABV,ABB,1
108,ABV,ACC,1
109,ABV,ADD,1
110,ABV,BNI,1
111,ABV,CAI,1
112,ABV,CBQ,1
113,ABV,CDG,3
114,ABV,COO,1
115,ABV,ENU,1
116,ABV,FRA,1
117,ABV,GMO,1
118,ABV,IBA,1
119,ABV,ILR,1
120,ABV,KAN,1
121,ABV,LFW,1
122,ABV,LHR,1
123,ABV,LOS,1
124,ABV,NDJ,1
125,ABV,NIM,1
126,ABV,PHC,4
127,ABV,QOW,1
128,ABV,QRW,1
129,ABV,SKO,1
130,ABV,SSG,1
131,ABV,YOL,1
132,ABX,MEL,1
133,ABX,SYD,3
134,ABY,ATL,4
135,ABZ,AMS,1
136,ABZ,BGO,2
137,ABZ,BHD,1
138,ABZ,BHX,1
139,ABZ,BRS,1
140,ABZ,CDG,3
141,ABZ,CPH,1
142,ABZ,DUB,1
143,ABZ,EBJ,1
144,ABZ,EMA,1
145,ABZ,FRA,1
146,ABZ,HUY,1
147,ABZ,KOI,1
148,ABZ,KSU,1
149,ABZ,LBA,1
150,ABZ,LCY,1
151,ABZ,LGW,1
152,ABZ,LHR,5
153,ABZ,LSI,1
154,ABZ,LTN,1
155,ABZ,MAN,2
156,ABZ,MME,1
157,ABZ,NCL,1
158,ABZ,NWI,2
159,ABZ,OSL,2
160,ABZ,RIX,1
161,ABZ,SVG,3
162,ABZ,SYY,1
163,ABZ,WIC,1
164,ACA,IAH,1
165,ACA,MEX,3
166,ACA,MTY,1
167,ACA,TIJ,1
168,ACA,TLC,2
169,ACC,ABJ,8
170,ACC,ABV,1
171,ACC,ADD,1
172,ACC,AMS,1
173,ACC,BEY,1
174,ACC,CAI,1
175,ACC,CMN,1
176,ACC,COO,1
177,ACC,DKR,3
178,ACC,DXB,1
179,ACC,FCO,1
180,ACC,FNA,3
181,ACC,FRA,1
182,ACC,IST,1
183,ACC,JFK,1
184,ACC,JNB,1
185,ACC,KMS,4
186,ACC,LFW,1
187,ACC,LHR,2
188,ACC,LIS,1
189,ACC,LOS,4
190,ACC,MAD,1
191,ACC,MLW,1
192,ACC,NBO,1
193,ACC,NYI,1
194,ACC,OUA,1
195,ACC,ROB,4
196,ACC,TKD,2
197,ACC,TML,3
198,ACC,WDH,1
199,ACE,AMS,1
200,ACE,BCN,3
201,ACE,BFS,2
202,ACE,BGY,1
203,ACE,BHX,6
204,ACE,BIO,3
205,ACE,BLK,1
206,ACE,BLQ,1
207,ACE,BOH,1
208,ACE,BRE,1
209,ACE,BRS,2
210,ACE,BVA,1
211,ACE,CGN,1
212,ACE,CRL,1
213,ACE,DUB,2
214,ACE,DUS,2
215,ACE,EDI,1
216,ACE,EIN,1
217,ACE,EMA,6
218,ACE,FKB,1
219,ACE,FRA,2
220,ACE,FUE,5
221,ACE,GLA,5
222,ACE,HAJ,2
223,ACE,HAM,2
224,ACE,HHN,1
225,ACE,LBA,3
226,ACE,LEJ,2
227,ACE,LGW,9
228,ACE,LPA,2
229,ACE,LPL,2
230,ACE,LTN,3
231,ACE,LUX,1
232,ACE,MAD,3
233,ACE,MAN,7
234,ACE,MUC,2
235,ACE,NCL,4
236,ACE,NOC,1
237,ACE,NRN,1
238,ACE,ORK,2
239,ACE,OVD,1
240,ACE,PAD,1
241,ACE,PIK,1
242,ACE,SCQ,2
243,ACE,SDR,1
244,ACE,SNN,1
245,ACE,STN,3
246,ACE,STR,2
247,ACE,SVQ,1
248,ACE,SXF,1
249,ACE,TFN,1
250,ACE,TXL,1
251,ACE,ZAZ,1
252,ACE,ZRH,2
253,ACH,EBA,1
254,ACH,VIE,1
255,ACI,GCI,1
256,ACI,SOU,1
257,ACK,BOS,1
258,ACK,EWB,1
259,ACK,HPN,1
260,ACK,HYA,1
261,ACK,MVY,1
262,ACK,TEB,1
263,ACR,LCR,1
264,ACR,SVI,1
265,ACT,DFW,2
266,ACU,PAC,1
267,ACV,CEC,1
268,ACV,SFO,1
269,ACV,SMF,1
270,ACX,CAN,1
271,ACX,CKG,1
272,ACX,KWE,1
273,ACX,NAY,2
274,ACX,PVG,1
275,ACY,BOS,1
276,ACY,DTW,1
277,ACY,FLL,1
278,ACY,IAH,1
279,ACY,MCO,1
280,ACY,MYR,1
281,ACY,ORD,2
282,ACY,RSW,1
283,ACY,TPA,1
284,ACZ,MHD,1
285,ADA,ADB,2
286,ADA,AYT,2
287,ADA,EBL,2
288,ADA,ECN,2
289,ADA,ESB,1
290,ADA,IST,3
291,ADA,JED,1
292,ADA,SAW,2
293,ADA,TZX,1
294,ADA,VAN,1
295,ADB,ADA,2
296,ADB,AMS,3
297,ADB,ARN,1
298,ADB,ASR,2
299,ADB,ATH,1
300,ADB,AYT,2
301,ADB,BHX,1
302,ADB,BRE,1
303,ADB,BRU,1
304,ADB,BSL,2
305,ADB,CDG,2
306,ADB,CGN,1
307,ADB,CPH,1
308,ADB,DIY,2
309,ADB,DTM,1
310,ADB,DUB,1
311,ADB,DUS,2
312,ADB,ECN,2
313,ADB,ESB,2
314,ADB,EZS,1
315,ADB,FRA,1
316,ADB,GNY,1
317,ADB,GZT,2
318,ADB,HAJ,1
319,ADB,HAM,2
320,ADB,HEL,1
321,ADB,HTY,1
322,ADB,IST,4
323,ADB,LGW,2
324,ADB,LUX,1
325,ADB,LYS,1
326,ADB,MAN,1
327,ADB,MQM,1
328,ADB,MUC,2
329,ADB,NTE,1
330,ADB,SAW,3
331,ADB,STN,1
332,ADB,STR,2
333,ADB,SXB,1
334,ADB,TXL,1
335,ADB,TZX,2
336,ADB,VAS,1
337,ADB,VIE,1
338,ADB,ZRH,1
339,ADD,ABV,1
340,ADD,ACC,1
341,ADD,AMH,1
342,ADD,ASO,1
343,ADD,AXU,1
344,ADD,BAH,1
345,ADD,BEY,1
346,ADD,BJR,1
347,ADD,BKK,2
348,ADD,BKO,2
349,ADD,BOM,2
350,ADD,CAI,2
351,ADD,CAN,3
352,ADD,CDG,1
353,ADD,COO,1
354,ADD,DAR,2
355,ADD,DEL,2
356,ADD,DIR,1
357,ADD,DLA,2
358,ADD,DMM,1
359,ADD,DOH,1
360,ADD,DXB,3
361,ADD,EBB,2
362,ADD,ENU,1
363,ADD,FBM,1
364,ADD,FCO,1
365,ADD,FIH,1
366,ADD,FRA,2
367,ADD,GDQ,1
368,ADD,GMB,1
369,ADD,HGA,1
370,ADD,HKG,1
371,ADD,HRE,4
372,ADD,IST,1
373,ADD,JED,6
374,ADD,JIB,4
375,ADD,JIJ,1
376,ADD,JIM,1
377,ADD,JNB,2
378,ADD,JRO,1
379,ADD,JUB,2
380,ADD,KGL,2
381,ADD,KRT,2
382,ADD,KWI,2
383,ADD,LAD,2
384,ADD,LBV,1
385,ADD,LFW,1
386,ADD,LHR,1
387,ADD,LLW,1
388,ADD,LOS,1
389,ADD,LUN,1
390,ADD,MBA,2
391,ADD,MCT,2
392,ADD,MPM,1
393,ADD,MQX,1
394,ADD,NBO,4
395,ADD,NDJ,1
396,ADD,NIM,1
397,ADD,OUA,1
398,ADD,PEK,2
399,ADD,PNR,1
400,ADD,PVG,1
401,ADD,RUH,2
402,ADD,SAH,1
403,ADD,SSG,2
404,ADD,SZE,1
405,ADD,TLV,1
406,ADE,AHB,1
407,ADE,AMM,2
408,ADE,ASM,1
409,ADE,AUH,1
410,ADE,BBO,1
411,ADE,BOM,1
412,ADE,CAI,1
413,ADE,DMM,2
414,ADE,DOH,1
415,ADE,DXB,2
416,ADE,GXF,1
417,ADE,IST,1
418,ADE,JED,2
419,ADE,MGQ,1
420,ADE,RIY,1
421,ADE,RUH,1
422,ADE,SAH,2
423,ADE,SHJ,1
424,ADF,ESB,1
425,ADF,IST,1
426,ADK,ANC,1
427,ADL,AKL,4
428,ADL,ASP,1
429,ADL,BHQ,1
430,ADL,BNE,5
431,ADL,CBR,2
432,ADL,CED,1
433,ADL,CNS,1
434,ADL,CPD,1
435,ADL,DPS,2
436,ADL,DRW,2
437,ADL,DXB,2
438,ADL,HKG,1
439,ADL,KGC,1
440,ADL,KGI,1
441,ADL,KUL,2
442,ADL,MEL,4
443,ADL,MGB,1
444,ADL,MQL,1
445,ADL,OLP,1
446,ADL,OOL,2
447,ADL,PER,3
448,ADL,PLO,2
449,ADL,PUG,1
450,ADL,SIN,3
451,ADL,SYD,5
452,ADL,WYA,1
453,ADQ,AKK,1
454,ADQ,ANC,2
455,ADQ,AOS,1
456,ADQ,KKB,1
457,ADQ,KLN,1
458,ADQ,KOZ,2
459,ADQ,OLH,2
460,ADQ,ORI,1
461,ADU,MHD,1
462,ADU,THR,2
463,ADZ,BAQ,1
464,ADZ,BOG,3
465,ADZ,CLO,2
466,ADZ,CTG,1
467,ADZ,MDE,1
468,ADZ,PEI,1
469,ADZ,PTY,1
470,ADZ,PVA,1
471,AEB,CAN,1
472,AEB,CKG,1
473,AEB,KWL,1
474,AEP,AFA,1
475,AEP,ASU,1
476,AEP,BHI,2
477,AEP,BRC,2
478,AEP,COR,2
479,AEP,CPC,1
480,AEP,CRD,2
481,AEP,CTC,1
482,AEP,CWB,1
483,AEP,EQS,1
484,AEP,FLN,1
485,AEP,FMA,1
486,AEP,FTE,1
487,AEP,GIG,1
488,AEP,GRU,3
489,AEP,IGR,2
490,AEP,IRJ,1
491,AEP,JUJ,1
492,AEP,LUQ,1
493,AEP,MDQ,2
494,AEP,MDZ,2
495,AEP,MVD,2
496,AEP,NQN,2
497,AEP,PDP,2
498,AEP,PMY,1
499,AEP,POA,1
500,AEP,PRA,2
501,AEP,PSS,1
502,AEP,REL,1
503,AEP,RES,1
504,AEP,RGA,1
505,AEP,RGL,2
506,AEP,RHD,1
507,AEP,ROS,2
508,AEP,RSA,1
509,AEP,SCL,2
510,AEP,SDE,1
511,AEP,SFN,2
512,AEP,SLA,3
513,AEP,TUC,2
514,AEP,UAQ,2
515,AEP,USH,2
516,AEP,VDM,1
517,AER,DME,4
518,AER,DYU,1
519,AER,EVN,2
520,AER,IST,2
521,AER,KIV,1
522,AER,KJA,1
523,AER,KRR,2
524,AER,KZN,1
525,AER,LBD,2
526,AER,LED,1
527,AER,MSQ,1
528,AER,OMS,1
529,AER,SVO,1
530,AER,SVX,2
531,AER,TAS,2
532,AER,TZX,1
533,AER,VKO,1
534,AES,ALC,1
535,AES,AMS,2
536,AES,BGO,2
537,AES,CPH,1
538,AES,GDN,1
539,AES,LGW,1
540,AES,OSL,2
541,AES,RIX,1
542,AES,TRD,1
543,AES,VNO,1
544,AET,BTT,1
545,AET,FAI,1
546,AET,HUS,1
547,AEX,ATL,3
548,AEX,DFW,2
549,AEX,IAH,1
550,AEY,RKV,1
551,AFA,AEP,1
552,AFA,LUQ,1
553,AFL,CGB,1
554,AFZ,THR,1
555,AGA,AMS,1
556,AGA,BRU,3
557,AGA,CDG,1
558,AGA,CMN,1
559,AGA,CRL,1
560,AGA,DUS,1
561,AGA,EUN,1
562,AGA,FRA,1
563,AGA,LEJ,1
564,AGA,LGW,3
565,AGA,LIL,2
566,AGA,LPA,1
567,AGA,LUX,1
568,AGA,LYS,1
569,AGA,MAN,3
570,AGA,MRS,1
571,AGA,MUC,1
572,AGA,ORY,2
573,AGA,SXF,1
574,AGA,VIL,1
575,AGB,MRS,1
576,AGF,DCM,1
577,AGF,ORY,1
578,AGH,ARN,1
579,AGH,BMA,2
580,AGM,IOQ,1
581,AGM,KUS,1
582,AGM,KUZ,1
583,AGM,SGG,1
584,AGM,TQI,1
585,AGN,TKE,1
586,AGP,AAL,1
587,AGP,AAR,1
588,AGP,AMS,3
589,AGP,ARN,2
590,AGP,BCN,3
591,AGP,BFS,2
592,AGP,BGO,1
593,AGP,BGY,1
594,AGP,BHD,1
595,AGP,BHX,2
596,AGP,BIO,2
597,AGP,BLK,1
598,AGP,BLL,1
599,AGP,BLQ,1
600,AGP,BOD,1
601,AGP,BOH,1
602,AGP,BRE,1
603,AGP,BRS,2
604,AGP,BRU,5
605,AGP,BSL,1
606,AGP,BTS,1
607,AGP,BUD,1
608,AGP,BVA,1
609,AGP,BVE,1
610,AGP,CDG,3
611,AGP,CGN,3
612,AGP,CIA,1
613,AGP,CMN,2
614,AGP,CPH,4
615,AGP,CRL,1
616,AGP,CWL,3
617,AGP,DME,2
618,AGP,DTM,1
619,AGP,DUB,2
620,AGP,DUS,2
621,AGP,EDI,2
622,AGP,EIN,2
623,AGP,EMA,3
624,AGP,EXT,1
625,AGP,FCO,3
626,AGP,FKB,1
627,AGP,FMM,1
628,AGP,FMO,1
629,AGP,FRA,1
630,AGP,GLA,3
631,AGP,GOT,2
632,AGP,GSE,1
633,AGP,GVA,2
634,AGP,HAJ,2
635,AGP,HAM,4
636,AGP,HAU,1
637,AGP,HEL,2
638,AGP,HHN,1
639,AGP,IBZ,2
640,AGP,IST,1
641,AGP,KRK,1
642,AGP,LBA,2
643,AGP,LCY,2
644,AGP,LGW,6
645,AGP,LHR,2
646,AGP,LIL,1
647,AGP,LIS,2
648,AGP,LPA,2
649,AGP,LPL,2
650,AGP,LTN,3
651,AGP,LUX,1
652,AGP,LYS,2
653,AGP,MAD,2
654,AGP,MAN,5
655,AGP,MLN,2
656,AGP,MMX,1
657,AGP,MRS,1
658,AGP,MUC,5
659,AGP,MXP,1
660,AGP,NCL,3
661,AGP,NOC,1
662,AGP,NRN,1
663,AGP,NTE,2
664,AGP,NUE,1
665,AGP,NYO,1
666,AGP,ORK,2
667,AGP,ORY,3
668,AGP,OSL,2
669,AGP,OVD,2
670,AGP,PIK,1
671,AGP,PMI,5
672,AGP,PRG,1
673,AGP,RTM,1
674,AGP,RYG,2
675,AGP,SCQ,3
676,AGP,SDR,1
677,AGP,SEN,1
678,AGP,SNN,2
679,AGP,SOF,1
680,AGP,SOU,1
681,AGP,STN,2
682,AGP,STR,2
683,AGP,SVG,1
684,AGP,SVO,2
685,AGP,SXF,1
686,AGP,TFN,3
687,AGP,TLS,2
688,AGP,TMP,1
689,AGP,TRD,1
690,AGP,TRF,2
691,AGP,TSF,1
692,AGP,TXL,2
693,AGP,VIE,2
694,AGP,VKO,1
695,AGP,VLC,1
696,AGP,VST,1
697,AGP,WAW,1
698,AGP,WRO,1
699,AGP,YUL,1
700,AGP,ZRH,1
701,AGR,BOM,1
702,AGR,HJR,1
703,AGS,ATL,3
704,AGS,CLT,2
705,AGS,DCA,2
706,AGT,ASU,2
707,AGT,GRU,2
708,AGU,CUN,1
709,AGU,DFW,2
710,AGU,IAH,1
711,AGU,LAX,1
712,AGU,MEX,2
713,AGU,MTY,1
714,AGU,TIJ,1
715,AGX,COK,1
716,AHB,ADE,1
717,AHB,CAI,3
718,AHB,DMM,1
719,AHB,DXB,1
720,AHB,JED,2
721,AHB,MED,1
722,AHB,RUH,2
723,AHB,SAH,1
724,AHB,SHJ,1
725,AHB,TIF,1
726,AHB,TUU,1
727,AHE,PPT,1
728,AHE,XMH,1
729,AHN,BNA,1
730,AHO,AOI,1
731,AHO,BGY,1
732,AHO,BLL,1
733,AHO,BLQ,1
734,AHO,BTS,1
735,AHO,BVA,1
736,AHO,CIA,1
737,AHO,CRL,1
738,AHO,CUF,1
739,AHO,DTM,1
740,AHO,DUB,1
741,AHO,EIN,1
742,AHO,FCO,1
743,AHO,FMM,1
744,AHO,GRO,1
745,AHO,GSE,1
746,AHO,HHN,1
747,AHO,LIN,1
748,AHO,LTN,1
749,AHO,MAD,1
750,AHO,MXP,1
751,AHO,NRN,1
752,AHO,NYO,1
753,AHO,OTP,1
754,AHO,PMF,1
755,AHO,PSA,1
756,AHO,STN,1
757,AHO,TRF,1
758,AHO,TRN,1
759,AHO,TRS,1
760,AHO,TSF,1
761,AHU,CMN,1
762,AIA,CDR,3
763,AIN,ATK,1
764,AIN,BRW,1
765,AIT,AIU,1
766,AIT,RAR,2
767,AIU,RAR,1
768,AJA,ARN,1
769,AJA,AVN,1
770,AJA,BES,1
771,AJA,BOD,1
772,AJA,BSL,1
773,AJA,BVE,1
774,AJA,CDG,1
775,AJA,CFR,1
776,AJA,DCM,1
777,AJA,GVA,1
778,AJA,LGG,2
779,AJA,LGW,1
780,AJA,LIL,2
781,AJA,LUX,1
782,AJA,LYS,4
783,AJA,MPL,1
784,AJA,MRS,3
785,AJA,NCE,3
786,AJA,NTE,3
787,AJA,OLB,1
788,AJA,ORY,2
789,AJA,OSL,1
790,AJA,PIS,1
791,AJA,SXB,1
792,AJA,TLS,3
793,AJF,JED,1
794,AJF,RUH,1
795,AJI,ESB,1
796,AJI,IST,1
797,AJL,CCU,3
798,AJL,GAU,2
799,AJL,IMF,1
800,AJR,LYC,2
801,AJU,BSB,1
802,AJU,GIG,1
803,AJU,GRU,2
804,AJU,MCZ,1
805,AJU,REC,2
806,AJU,SDU,1
807,AJU,SSA,4
808,AJU,VCP,1
809,AKB,DUT,1
810,AKF,BEN,2
811,AKF,TIP,1
812,AKI,KKI,1
813,AKI,TLT,2
814,AKJ,HND,3
815,AKJ,NGO,1
816,AKJ,TPE,3
817,AKK,ADQ,1
818,AKL,ADL,3
819,AKL,APW,2
820,AKL,BHE,1
821,AKL,BKK,2
822,AKL,BNE,7
823,AKL,CAN,1
824,AKL,CHC,2
825,AKL,CNS,2
826,AKL,DUD,2
827,AKL,GIS,1
828,AKL,HKG,2
829,AKL,HLZ,1
830,AKL,ICN,1
831,AKL,KAT,1
832,AKL,KKE,1
833,AKL,KUL,1
834,AKL,LAX,2
835,AKL,MEL,7
836,AKL,NAN,3
837,AKL,NOU,2
838,AKL,NPE,1
839,AKL,NPL,1
840,AKL,NRT,3
841,AKL,NSN,1
842,AKL,OOL,3
843,AKL,PER,2
844,AKL,PMR,1
845,AKL,PPQ,1
846,AKL,PPT,4
847,AKL,PVG,2
848,AKL,RAR,2
849,AKL,ROT,1
850,AKL,SCL,2
851,AKL,SFO,2
852,AKL,SIN,3
853,AKL,SYD,10
854,AKL,TBU,2
855,AKL,TRG,1
856,AKL,TUO,1
857,AKL,VLI,2
858,AKL,WAG,1
859,AKL,WHK,1
860,AKL,WLG,2
861,AKL,WRE,1
862,AKL,ZQN,2
863,AKN,ANC,2
864,AKN,DLG,1
865,AKN,KCG,1
866,AKN,KLL,1
867,AKN,PIP,1
868,AKN,WSN,1
869,AKP,BTT,1
870,AKP,FAI,2
871,AKU,CTU,2
872,AKU,URC,4
873,AKV,YIK,1
874,AKV,YPX,1
875,AKX,ALA,2
876,AKX,DME,2
877,AKX,SCO,1
878,AKX,TSE,2
879,AKY,RGN,2
880,AKY,SNW,1
881,ALA,AKX,2
882,ALA,AMS,1
883,ALA,AUH,2
884,ALA,BKK,1
885,ALA,CIT,2
886,ALA,DEL,1
887,ALA,DMB,1
888,ALA,DME,1
889,ALA,DYU,3
890,ALA,DZN,1
891,ALA,FRA,1
892,ALA,FRU,2
893,ALA,GUW,2
894,ALA,GYD,1
895,ALA,HKG,1
896,ALA,ICN,2
897,ALA,IKA,1
898,ALA,IST,2
899,ALA,KBP,2
900,ALA,KGF,2
901,ALA,KOV,1
902,ALA,KSN,1
903,ALA,KUF,1
904,ALA,KUL,1
905,ALA,KZN,1
906,ALA,KZO,1
907,ALA,LED,2
908,ALA,LHR,2
909,ALA,OVB,1
910,ALA,PEK,2
911,ALA,PLX,1
912,ALA,PPK,1
913,ALA,PRG,1
914,ALA,PWQ,1
915,ALA,SAW,1
916,ALA,SCO,2
917,ALA,SGN,1
918,ALA,SHJ,1
919,ALA,SVO,1
920,ALA,TAS,2
921,ALA,TBS,1
922,ALA,TSE,5
923,ALA,UKK,2
924,ALA,URC,2
925,ALA,VKO,1
926,ALB,ATL,5
927,ALB,BOS,1
928,ALB,BWI,2
929,ALB,CLE,1
930,ALB,CLT,2
931,ALB,DCA,2
932,ALB,DTW,1
933,ALB,EWR,2
934,ALB,FLL,2
935,ALB,IAD,1
936,ALB,LAS,1
937,ALB,MCO,1
938,ALB,MDW,2
939,ALB,MSP,1
940,ALB,MSS,1
941,ALB,OGS,1
942,ALB,ORD,1
943,ALB,PHL,2
944,ALB,TPA,2
945,ALC,AAL,1
946,ALC,AES,1
947,ALC,ALG,1
948,ALC,AMS,3
949,ALC,ARN,2
950,ALC,BCN,2
951,ALC,BFS,2
952,ALC,BGO,2
953,ALC,BGY,1
954,ALC,BHX,4
955,ALC,BIO,2
956,ALC,BLK,1
957,ALC,BLL,2
958,ALC,BLQ,1
959,ALC,BOH,1
960,ALC,BRE,1
961,ALC,BRS,3
962,ALC,BRU,4
963,ALC,BSL,1
964,ALC,BVA,1
965,ALC,CGN,1
966,ALC,CPH,3
967,ALC,CRL,1
968,ALC,CWL,3
969,ALC,DME,4
970,ALC,DUB,2
971,ALC,DUS,1
972,ALC,EDI,3
973,ALC,EIN,2
974,ALC,EMA,4
975,ALC,EVE,1
976,ALC,EXT,1
977,ALC,FCO,2
978,ALC,FKB,1
979,ALC,FMM,1
980,ALC,FRA,1
981,ALC,GLA,3
982,ALC,GOT,1
983,ALC,GSE,1
984,ALC,GVA,1
985,ALC,HAM,2
986,ALC,HAU,1
987,ALC,HEL,1
988,ALC,HHN,1
989,ALC,IBZ,2
990,ALC,KEF,2
991,ALC,KIR,1
992,ALC,KRK,1
993,ALC,KRS,1
994,ALC,KSD,1
995,ALC,KTW,1
996,ALC,KUN,1
997,ALC,LBA,2
998,ALC,LGW,6
999,ALC,LPA,1
1000,ALC,LPL,2
1001,ALC,LTN,2
1002,ALC,MAD,1
1003,ALC,MAN,5
1004,ALC,MOL,1
1005,ALC,MST,1
1006,ALC,MUC,2
1007,ALC,NCL,3
1008,ALC,NOC,1
1009,ALC,NRN,1
1010,ALC,NUE,1
1011,ALC,NYO,1
1012,ALC,ORK,1
1013,ALC,ORN,3
1014,ALC,ORY,2
1015,ALC,OSL,2
1016,ALC,OUL,1
1017,ALC,PIK,1
1018,ALC,PMI,3
1019,ALC,RTM,1
1020,ALC,RYG,2
1021,ALC,SCQ,1
1022,ALC,SEN,1
1023,ALC,SNN,1
1024,ALC,SOU,1
1025,ALC,STN,1
1026,ALC,STR,1
1027,ALC,SVG,2
1028,ALC,TFS,1
1029,ALC,TKU,1
1030,ALC,TMP,1
1031,ALC,TOS,1
1032,ALC,TRD,2
1033,ALC,TRF,2
1034,ALC,TXL,1
1035,ALC,UME,1
1036,ALC,VST,1
1037,ALC,VXO,1
1038,ALC,WMI,1
1039,ALC,WRO,1
1040,ALC,ZRH,1
1041,ALF,HFT,1
1042,ALF,KKN,1
1043,ALF,LKL,1
1044,ALF,OSL,2
1045,ALF,SOJ,1
1046,ALF,TOS,3
1047,ALF,VDS,1
1048,ALG,AAE,1
1049,ALG,ABJ,1
1050,ALG,ALC,1
1051,ALG,AMM,2
1052,ALG,AZR,1
1053,ALG,BCN,3
1054,ALG,BEY,1
1055,ALG,BJA,1
1056,ALG,BKO,1
1057,ALG,BLJ,1
1058,ALG,BOD,1
1059,ALG,BRU,1
1060,ALG,BSK,1
1061,ALG,CAI,2
1062,ALG,CDG,5
1063,ALG,CGN,1
1064,ALG,CMN,2
1065,ALG,CZL,1
1066,ALG,DJG,1
1067,ALG,DKR,1
1068,ALG,DOH,1
1069,ALG,DXB,2
1070,ALG,EBH,1
1071,ALG,ELU,1
1072,ALG,ETZ,1
1073,ALG,FCO,2
1074,ALG,FRA,2
1075,ALG,GHA,1
1076,ALG,GVA,1
1077,ALG,HME,1
1078,ALG,HRM,1
1079,ALG,INZ,1
1080,ALG,IST,2
1081,ALG,LGW,1
1082,ALG,LHR,1
1083,ALG,LIL,2
1084,ALG,LIS,2
1085,ALG,LYS,2
1086,ALG,MAD,2
1087,ALG,MED,1
1088,ALG,MLA,1
1089,ALG,MLH,1
1090,ALG,MRS,3
1091,ALG,MUW,1
1092,ALG,MXP,1
1093,ALG,MZW,1
1094,ALG,NCE,1
1095,ALG,NIM,1
1096,ALG,OGX,1
1097,ALG,ORN,1
1098,ALG,ORY,2
1099,ALG,OUA,1
1100,ALG,PEK,1
1101,ALG,PMI,1
1102,ALG,QSF,1
1103,ALG,SVO,1
1104,ALG,TEE,1
1105,ALG,TGR,1
1106,ALG,TID,1
1107,ALG,TIP,2
1108,ALG,TLM,1
1109,ALG,TLS,2
1110,ALG,TUN,2
1111,ALG,VIE,1
1112,ALG,YUL,1
1113,ALH,BQB,1
1114,ALH,PER,2
1115,ALO,ORD,2
1116,ALS,DEN,3
1117,ALS,FMN,3
1118,ALW,SEA,1
1119,AMA,DAL,2
1120,AMA,DEN,3
1121,AMA,DFW,2
1122,AMA,IAH,1
1123,AMA,LAS,1
1124,AMA,MDW,1
1125,AMD,AUH,2
1126,AMD,BLR,1
1127,AMD,BOM,6
1128,AMD,CCU,2
1129,AMD,DEL,6
1130,AMD,DOH,1
1131,AMD,DWC,1
1132,AMD,DXB,2
1133,AMD,GOI,1
1134,AMD,HYD,3
1135,AMD,JAI,1
1136,AMD,KUL,1
1137,AMD,KWI,1
1138,AMD,MAA,2
1139,AMD,MCT,1
1140,AMD,PNQ,2
1141,AMD,SHJ,1
1142,AMD,SIN,1
1143,AMH,ADD,1
1144,AMM,ADE,2
1145,AMM,ALG,2
1146,AMM,AMS,1
1147,AMM,AQJ,1
1148,AMM,ATH,1
